customer_id,order_date,order_value,order_qty_articles
12625,2011-05-12,967.2,703
12395,2011-05-12,181.82,83
12683,2011-05-12,296.53,106
12693,2011-05-12,228.87,85
14606,2011-05-12,107.29,63
14651,2011-05-12,416.32,186
15974,2011-05-12,656.3,370
17667,2011-05-12,428.62,242
18221,2011-05-12,234.47,123
13113,2011-05-12,432.4,84
18245,2011-05-12,501.38,406
14421,2011-05-12,455.18,194
13451,2011-05-12,640.01,416
16033,2011-05-12,667.44,226
13477,2011-05-12,330.63,147
17658,2011-05-12,317.6,216
18172,2011-05-12,660.16,166
15106,2011-05-12,367.75,302
16057,2011-05-12,375.56,160
15498,2011-05-12,463.2,152
16186,2011-05-12,347.12,266
12748,2011-05-12,538.3,500
15513,2011-05-12,1233.54,366
17671,2011-05-12,392.55,121
14364,2011-05-12,719.15,371
15544,2011-05-12,560.35,393
12431,2011-05-12,475.16,184
17932,2011-05-12,589.01,391
13601,2011-05-12,373.2,275
14646,2011-05-12,16478.46,13262
16745,2011-05-12,561.81,901
15489,2011-05-12,348.26,220
13908,2011-05-12,-22.5,-8
14853,2011-05-12,214.5,34
14738,2011-05-12,140.82,66
16743,2011-05-12,270.69,219
14021,2011-05-12,302.8,98
18136,2011-05-12,311.86,118
15061,2011-05-12,2613.36,1264
16985,2011-05-12,812.9,264
17315,2011-05-12,191.44,77
18218,2011-05-12,352.7,226
13837,2011-05-12,157.54,121
17764,2011-05-12,261.97,148
13971,2011-05-12,-35.44,-16
14390,2011-05-12,309.05,149
14233,2011-05-12,328.15,97
13320,2011-05-12,-42,-18
16943,2011-05-12,172.1,20
16244,2011-05-12,466.12,236
17404,2011-05-12,2557.88,2794
14883,2011-05-12,310.56,234
16043,2011-05-12,224.54,85
16184,2011-05-12,148.22,26
14064,2011-05-12,281.66,222
13092,2011-05-12,40.8,16
17388,2011-05-12,381.6,360
16013,2011-05-12,1177,428
12681,2011-05-13,415.28,268
12682,2011-05-13,495.98,204
12471,2011-05-13,881.2,324
13953,2011-05-13,750,600
15907,2011-05-13,251.18,157
15826,2011-05-13,720,488
14194,2011-05-13,1157.84,503
15529,2011-05-13,413.37,425
17841,2011-05-13,234.85,170
17961,2011-05-13,18.9,8
13089,2011-05-13,1119.81,601
16161,2011-05-13,407.35,207
17669,2011-05-13,619.5,338
14226,2011-05-13,726.1,377
14291,2011-05-13,628.58,358
15845,2011-05-13,304.58,128
17139,2011-05-13,1357.86,581
15981,2011-05-13,231.4,84
15382,2011-05-13,568.6,264
14527,2011-05-13,90.84,23
13534,2011-05-13,333.8,166
17400,2011-05-13,243.75,64
15373,2011-05-13,115.54,59
17238,2011-05-13,262.25,101
13018,2011-05-13,362.7,193
16180,2011-05-13,1564.55,914
15159,2011-05-13,411.8,142
16871,2011-05-13,1110.51,366
14342,2011-05-13,309.6,102
17655,2011-05-13,306,46
12695,2011-05-13,89.25,33
17790,2011-05-13,149.34,64
17765,2011-05-13,141.3,60
13623,2011-05-13,147.58,36
17886,2011-05-13,173.07,132
14676,2011-05-13,223.44,396
12857,2011-05-13,304.8,69
13629,2011-05-13,821,450
15498,2011-05-13,363.65,171
13798,2011-05-13,686.44,456
17398,2011-05-13,222.77,77
16401,2011-05-13,212.4,172
15251,2011-05-13,1249.7,730
15129,2011-05-13,340.88,344
16422,2011-05-13,600.63,409
17061,2011-05-13,384,160
16618,2011-05-13,358.47,133
14031,2011-05-13,132,16
12980,2011-05-13,892.62,114
16660,2011-05-13,101.76,96
15033,2011-05-15,419.34,189
12599,2011-05-15,151.4,141
14911,2011-05-15,603.78,139
15440,2011-05-15,125.8,78
15854,2011-05-15,217.19,262
17758,2011-05-15,471.04,258
16034,2011-05-15,137.7,66
16283,2011-05-15,277.81,160
15164,2011-05-15,194.79,94
17107,2011-05-15,2423.6,1025
13752,2011-05-15,298.99,230
16466,2011-05-15,212.4,102
16076,2011-05-15,305.45,137
16206,2011-05-15,127.45,70
16809,2011-05-15,128.8,110
16877,2011-05-15,77.75,35
13183,2011-05-15,388.2,228
13232,2011-05-15,314.26,123
17302,2011-05-15,120.27,91
13118,2011-05-15,185.22,50
15081,2011-05-15,136.9,56
17504,2011-05-15,537.49,295
17114,2011-05-15,45.7,6
13094,2011-05-15,205.74,162
16168,2011-05-15,159,108
12684,2011-05-16,30,2
12674,2011-05-16,586.74,222
12682,2011-05-16,139.88,59
14016,2011-05-16,1133.33,543
16642,2011-05-16,307.73,131
13319,2011-05-16,732.92,292
14911,2011-05-16,1939.03,1205
17841,2011-05-16,463.33,219
16912,2011-05-16,408.02,148
16705,2011-05-16,1579.76,620
13650,2011-05-16,373.4,150
16729,2011-05-16,533.7,312
14755,2011-05-16,560.27,203
18102,2011-05-16,8895.66,1787
18118,2011-05-16,311.7,176
13381,2011-05-16,655.24,330
17054,2011-05-16,306.45,147
15910,2011-05-16,120.82,115
14156,2011-05-16,1543,526
13408,2011-05-16,1879.52,846
16293,2011-05-16,433.43,191
15813,2011-05-16,533.26,234
16607,2011-05-16,327,179
15039,2011-05-16,496.49,254
17898,2011-05-16,99.84,124
14038,2011-05-16,716.32,501
16710,2011-05-16,423.3,375
16899,2011-05-16,177,64
13018,2011-05-16,345.42,311
13769,2011-05-16,318.06,118
18230,2011-05-16,403.26,240
17228,2011-05-16,208.2,225
15358,2011-05-16,543.91,455
16496,2011-05-16,448.34,334
15044,2011-05-16,474.85,109
15125,2011-05-16,2942.84,1340
16131,2011-05-16,608.16,252
17001,2011-05-16,382.35,179
13089,2011-05-16,239.48,86
14211,2011-05-16,150.4,28
17288,2011-05-16,245.88,204
13777,2011-05-16,266.7,150
14217,2011-05-16,202.24,96
12993,2011-05-16,72.4,28
14676,2011-05-16,368.76,180
17190,2011-05-16,195,1
12871,2011-05-16,132,80
16226,2011-05-16,109.32,108
14342,2011-05-17,-60.85,-10
12714,2011-05-17,793.62,479
12463,2011-05-17,297.38,168
12474,2011-05-17,760.28,530
17511,2011-05-17,2649.52,2316
17530,2011-05-17,246.89,132
18043,2011-05-17,135.35,74
12415,2011-05-17,11924.8,8268
16029,2011-05-17,1827.36,948
18061,2011-05-17,159.49,41
15570,2011-05-17,247.29,75
16923,2011-05-17,130,40
14952,2011-05-17,1051.98,590
14410,2011-05-17,198,34
17519,2011-05-17,306.85,87
14221,2011-05-17,551.03,209
12949,2011-05-17,716.4,370
16316,2011-05-17,680.14,462
13310,2011-05-17,407.47,161
18102,2011-05-17,9270.08,2321
17220,2011-05-17,409.53,269
14239,2011-05-17,319.21,183
14606,2011-05-17,111.14,56
13208,2011-05-17,326.48,180
13488,2011-05-17,927.45,471
18257,2011-05-17,357.4,192
17522,2011-05-17,100.98,90
17612,2011-05-17,-27.18,-14
16156,2011-05-17,447.71,205
15005,2011-05-17,259.67,185
17702,2011-05-17,439.8,484
13309,2011-05-17,155.93,149
15123,2011-05-17,1069.47,509
17238,2011-05-17,103.83,40
17811,2011-05-17,186.57,89
16218,2011-05-17,1041.16,652
13246,2011-05-17,564.96,342
17147,2011-05-17,563.61,267
15855,2011-05-17,140.31,117
16266,2011-05-17,258.29,131
15624,2011-05-17,127.5,66
14911,2011-05-17,-51.36,-16
15093,2011-05-17,793.47,617
17515,2011-05-17,139.19,68
13871,2011-05-17,631.49,278
15730,2011-05-17,467.43,314
14032,2011-05-17,303.17,179
17949,2011-05-17,259.2,360
14320,2011-05-17,125.28,90
14344,2011-05-17,61.5,26
18198,2011-05-17,422.28,340
17504,2011-05-17,561.35,229
16639,2011-05-17,162.95,47
17677,2011-05-17,-41.1,-8
13631,2011-05-17,950,120
16139,2011-05-17,139.8,84
17857,2011-05-17,159,150
13777,2011-05-17,-14.66,-7
14513,2011-05-17,298.6,162
17423,2011-05-17,-17.28,-24
17527,2011-05-17,-40.56,-24
14646,2011-05-18,732.4,412
12679,2011-05-18,112.32,74
12437,2011-05-18,368.2,154
12483,2011-05-18,115.6,37
14565,2011-05-18,710.14,259
14527,2011-05-18,143.69,95
18097,2011-05-18,799.38,560
13192,2011-05-18,464.32,298
13756,2011-05-18,399.21,141
16906,2011-05-18,99,21
18223,2011-05-18,591.65,255
14911,2011-05-18,1414.36,636
18260,2011-05-18,427.97,144
16775,2011-05-18,114.7,31
14731,2011-05-18,123.36,96
15811,2011-05-18,397.51,159
13767,2011-05-18,830.3,315
14180,2011-05-18,193.75,37
14407,2011-05-18,645.5,282
16814,2011-05-18,600.39,187
16818,2011-05-18,554.42,322
16843,2011-05-18,1138.47,537
16987,2011-05-18,213.05,47
13531,2011-05-18,178.35,71
13659,2011-05-18,527.8,322
15301,2011-05-18,306.91,311
13993,2011-05-18,391.75,73
13263,2011-05-18,167.64,102
17505,2011-05-18,486.99,269
17047,2011-05-18,749.43,352
14009,2011-05-18,380.91,223
16684,2011-05-18,6426.52,4612
16570,2011-05-18,569.09,313
14060,2011-05-18,285.1,214
16422,2011-05-18,1373.46,1710
15311,2011-05-18,857.49,430
16553,2011-05-18,809.26,654
14583,2011-05-18,174.51,98
13854,2011-05-18,302.64,174
13552,2011-05-18,1078.54,336
16701,2011-05-18,319.25,398
14282,2011-05-18,664,394
16681,2011-05-18,259.32,228
15410,2011-05-18,152.17,57
17338,2011-05-18,300.05,98
13258,2011-05-18,224.62,82
13719,2011-05-18,205.84,108
14620,2011-05-18,177.43,141
14463,2011-05-18,115.92,96
14758,2011-05-18,224.47,59
16389,2011-05-18,550.52,248
17389,2011-05-18,457.01,116
13592,2011-05-18,32.85,3
17287,2011-05-18,132.4,12
12999,2011-05-18,59.1,26
13094,2011-05-18,205.74,162
13798,2011-05-18,325.4,220
12553,2011-05-19,352.85,128
12600,2011-05-19,202.26,47
12601,2011-05-19,140.6,35
12481,2011-05-19,873.78,519
12520,2011-05-19,463.6,199
12524,2011-05-19,400.88,470
14911,2011-05-19,1203.8,397
16029,2011-05-19,-9.6,-48
13418,2011-05-19,446.82,293
12957,2011-05-19,384.58,425
14505,2011-05-19,595.7,210
17841,2011-05-19,184.95,161
14859,2011-05-19,296.86,209
17675,2011-05-19,727,216
15630,2011-05-19,396.86,280
15122,2011-05-19,533.57,261
14895,2011-05-19,1073.09,361
13627,2011-05-19,294.73,242
13405,2011-05-19,397.4,126
14733,2011-05-19,347.26,142
17560,2011-05-19,323.95,137
15791,2011-05-19,1223.24,558
17364,2011-05-19,284.76,156
14825,2011-05-19,140.7,44
15862,2011-05-19,136.78,235
16008,2011-05-19,139.15,75
16813,2011-05-19,206.25,151
14735,2011-05-19,335.64,144
18075,2011-05-19,141.54,50
17346,2011-05-19,222.31,139
18225,2011-05-19,587.21,283
18168,2011-05-19,180.27,81
13081,2011-05-19,-174.35,-43
15660,2011-05-19,335.12,204
15189,2011-05-19,696.1,162
12897,2011-05-19,87.7,46
15201,2011-05-19,300.79,351
12951,2011-05-19,163.6,45
17068,2011-05-19,192.3,74
16839,2011-05-19,682.4,400
14551,2011-05-19,125.43,66
13050,2011-05-19,343.08,164
18177,2011-05-19,311.3,158
15394,2011-05-19,848.78,304
17469,2011-05-19,305.36,130
15738,2011-05-19,316.05,159
16672,2011-05-19,350.1,126
15599,2011-05-19,448.83,361
14442,2011-05-19,914.24,223
16647,2011-05-19,127.75,65
18109,2011-05-19,406.12,285
15648,2011-05-19,340.5,130
13658,2011-05-19,933.3,300
14292,2011-05-19,662.21,235
12620,2011-05-19,561.66,434
17017,2011-05-19,591.14,470
18145,2011-05-19,414.77,296
17865,2011-05-19,862.89,399
14620,2011-05-19,-19.5,-26
15854,2011-05-19,310.5,78
14896,2011-05-19,211.55,95
15271,2011-05-19,116.5,70
16175,2011-05-19,194.12,120
17306,2011-05-19,451.7,986
16463,2011-05-19,319.37,179
15809,2011-05-19,121.09,79
16455,2011-05-19,188.1,114
17671,2011-05-19,-104.55,-9
13591,2011-05-19,314.03,135
15116,2011-05-19,479.65,147
13450,2011-05-19,437.94,422
13529,2011-05-19,181.1,30
16966,2011-05-19,318.24,288
12971,2011-05-19,259.2,112
16782,2011-05-19,129.95,30
16133,2011-05-19,310.5,414
17980,2011-05-19,267.55,221
16554,2011-05-19,-77.2,-26
16525,2011-05-19,555.46,514
16998,2011-05-19,197.1,50
17526,2011-05-19,-262.8,-24
17457,2011-05-19,367.2,144
12656,2011-05-20,1118.4,473
12775,2011-05-20,294.72,128
14911,2011-05-20,380.32,226
13376,2011-05-20,394,165
14794,2011-05-20,200.46,147
15955,2011-05-20,381.45,115
17926,2011-05-20,211.73,134
17416,2011-05-20,1005.7,510
15410,2011-05-20,809.92,240
15694,2011-05-20,481.7,110
17757,2011-05-20,213.07,115
16497,2011-05-20,863.02,539
18055,2011-05-20,968.5,336
17644,2011-05-20,479.3,259
15370,2011-05-20,373.72,140
14334,2011-05-20,370.45,177
14388,2011-05-20,458.94,356
13308,2011-05-20,814.95,519
15220,2011-05-20,346.4,392
12955,2011-05-20,17,20
12935,2011-05-20,434.6,303
14112,2011-05-20,535.4,288
16182,2011-05-20,1692,1000
15078,2011-05-20,683.26,352
17867,2011-05-20,578.55,291
12415,2011-05-20,766.36,396
15601,2011-05-20,691.54,333
17591,2011-05-20,455.82,228
15768,2011-05-20,124.8,52
13767,2011-05-20,288.98,138
15095,2011-05-20,770.5,705
14056,2011-05-20,171.29,53
16146,2011-05-20,273.44,156
17166,2011-05-20,127.59,57
13266,2011-05-20,279.02,454
15856,2011-05-20,772.57,615
18198,2011-05-20,303.46,258
16226,2011-05-20,15,12
13178,2011-05-20,392.4,218
13856,2011-05-20,94.4,104
15290,2011-05-20,362.19,217
16187,2011-05-20,541.76,364
15237,2011-05-20,154.73,128
13418,2011-05-20,-244.2,-36
15260,2011-05-20,194.4,94
18008,2011-05-20,397,220
12931,2011-05-20,496.8,544
15620,2011-05-20,-15,-12
17615,2011-05-20,118.55,41
13324,2011-05-20,1361.52,776
16832,2011-05-20,77.75,8
17381,2011-05-20,784.92,1084
14282,2011-05-20,143.6,140
17961,2011-05-20,8.25,1
15555,2011-05-22,353.69,360
12567,2011-05-22,705.21,234
12682,2011-05-22,205.5,64
12705,2011-05-22,984.85,582
12710,2011-05-22,718.96,386
14769,2011-05-22,2516.57,1627
13654,2011-05-22,374.6,276
16341,2011-05-22,797.65,534
13668,2011-05-22,318.51,169
17611,2011-05-22,305.1,176
18150,2011-05-22,227.58,140
14921,2011-05-22,903.01,631
15716,2011-05-22,240.08,112
12916,2011-05-22,815.15,251
16249,2011-05-22,205.7,46
16556,2011-05-22,369.76,210
14514,2011-05-22,147.86,52
14546,2011-05-22,313.59,144
15281,2011-05-22,508.11,215
12909,2011-05-22,624.92,188
13972,2011-05-22,145.9,42
18125,2011-05-22,212.93,190
13230,2011-05-22,184.55,81
13113,2011-05-22,1961.05,285
14711,2011-05-22,213.06,111
16592,2011-05-22,350.08,236
13527,2011-05-22,475.19,199
13555,2011-05-22,1590.05,868
16931,2011-05-22,230.61,184
16700,2011-05-22,403.23,215
14878,2011-05-22,219.96,151
18287,2011-05-22,765.28,488
14837,2011-05-22,492.26,338
13758,2011-05-22,893.37,832
13549,2011-05-22,223.7,120
16690,2011-05-22,86.5,46
16945,2011-05-22,317.1,168
16038,2011-05-22,316.95,187
16801,2011-05-22,513.93,271
13946,2011-05-22,276.12,168
15724,2011-05-22,114.6,42
15938,2011-05-22,92.7,34
17007,2011-05-22,117.66,90
16818,2011-05-22,171.82,76
13657,2011-05-22,152.34,132
13468,2011-05-22,111.4,32
17690,2011-05-22,142.65,71
14682,2011-05-22,20.8,32
17949,2011-05-23,-276,-72
12583,2011-05-23,421.96,306
12360,2011-05-23,1083.58,434
12621,2011-05-23,495.1,245
12423,2011-05-23,333.82,161
12708,2011-05-23,371.95,163
12712,2011-05-23,146.8,31
12464,2011-05-23,181,18
14817,2011-05-23,529.55,281
13831,2011-05-23,378.69,157
17841,2011-05-23,320.48,179
13078,2011-05-23,486.7,165
16033,2011-05-23,247.08,87
17686,2011-05-23,1444.14,607
14911,2011-05-23,1007.75,401
15734,2011-05-23,578.65,133
14049,2011-05-23,2026.63,1269
12431,2011-05-23,472.09,231
14364,2011-05-23,398.05,229
16729,2011-05-23,330.6,271
16086,2011-05-23,308.61,139
14903,2011-05-23,686.47,406
15311,2011-05-23,638.24,369
15046,2011-05-23,439.52,260
16422,2011-05-23,1733.85,1479
15563,2011-05-23,465.43,427
13988,2011-05-23,725.02,343
14573,2011-05-23,135.51,47
12877,2011-05-23,92.92,44
17920,2011-05-23,259.9,94
18283,2011-05-23,99.47,62
15288,2011-05-23,471.6,136
13885,2011-05-23,399.15,159
14189,2011-05-23,357.7,398
12901,2011-05-23,2970.8,3983
15796,2011-05-23,379.4,92
18160,2011-05-23,318.55,147
16722,2011-05-23,397.78,454
13798,2011-05-23,366,184
15769,2011-05-23,1742.8,848
12989,2011-05-23,698.88,424
14239,2011-05-23,34.15,11
15434,2011-05-23,306.96,199
12749,2011-05-23,-77,-14
13479,2011-05-23,156.6,45
16266,2011-05-23,113.55,19
13546,2011-05-23,188.16,109
13223,2011-05-23,62.4,40
17017,2011-05-23,-31.25,-19
15602,2011-05-23,138.2,84
17512,2011-05-23,109.8,180
18257,2011-05-23,-35.4,-12
12647,2011-05-24,293.25,121
12670,2011-05-24,393.34,210
14527,2011-05-24,124.99,34
17272,2011-05-24,751.76,497
15719,2011-05-24,491.72,273
17659,2011-05-24,595.29,451
13842,2011-05-24,301.14,142
16327,2011-05-24,729.07,402
18202,2011-05-24,911.26,384
13089,2011-05-24,925.21,509
16992,2011-05-24,249.55,128
14191,2011-05-24,278.78,196
14194,2011-05-24,-26.02,-7
13213,2011-05-24,415.28,206
13771,2011-05-24,593.25,231
18173,2011-05-24,452,208
16057,2011-05-24,-24.95,-13
13534,2011-05-24,300.8,170
16919,2011-05-24,146.5,68
14289,2011-05-24,124.68,26
13267,2011-05-24,329.45,159
14258,2011-05-24,1541.16,636
13523,2011-05-24,1802.29,463
15819,2011-05-24,537.5,392
14057,2011-05-24,342.46,250
17365,2011-05-24,610.93,511
15987,2011-05-24,393.24,968
18018,2011-05-24,37.45,3
18044,2011-05-24,245.92,163
16523,2011-05-24,720.4,459
17841,2011-05-24,468.01,137
16709,2011-05-24,714.16,132
17058,2011-05-24,236.94,104
13854,2011-05-24,302.88,156
14606,2011-05-24,99.83,62
14163,2011-05-24,337.92,128
14534,2011-05-24,211.5,68
15513,2011-05-24,317.16,228
17719,2011-05-24,304.4,130
16029,2011-05-24,264,124
17450,2011-05-24,12293.88,3912
15434,2011-05-24,-44,-9
13590,2011-05-24,301.55,207
15132,2011-05-24,176.1,118
17811,2011-05-24,145.4,42
17389,2011-05-24,336.6,36
17521,2011-05-24,159.56,116
17961,2011-05-24,3.75,1
14738,2011-05-24,17.4,12
13168,2011-05-24,122.38,44
15125,2011-05-24,-42.57,-7
14083,2011-05-24,15.18,26
15251,2011-05-24,-49.95,-48
15128,2011-05-24,-22.45,-7
12815,2011-05-25,615.36,239
12562,2011-05-25,444.96,183
12681,2011-05-25,568.74,377
12437,2011-05-25,267.12,182
14593,2011-05-25,339.59,118
14985,2011-05-25,172.24,171
14680,2011-05-25,1126.6,396
14688,2011-05-25,206.46,110
13317,2011-05-25,631.3,192
13069,2011-05-25,117.75,37
18226,2011-05-25,317.6,174
14009,2011-05-25,314.7,142
16091,2011-05-25,157.25,83
13728,2011-05-25,152.35,35
15039,2011-05-25,659.35,299
14336,2011-05-25,349.94,254
13268,2011-05-25,293.82,445
14085,2011-05-25,311.5,170
15804,2011-05-25,525.36,314
14584,2011-05-25,220.38,104
13599,2011-05-25,371.3,180
13694,2011-05-25,2307.39,1383
15194,2011-05-25,499.08,260
15311,2011-05-25,714.77,464
13102,2011-05-25,299.34,255
15203,2011-05-25,480.96,449
16161,2011-05-25,193.76,107
13263,2011-05-25,260.04,139
14415,2011-05-25,387.1,188
18044,2011-05-25,77.52,26
14522,2011-05-25,278.63,168
18229,2011-05-25,469,92
15727,2011-05-25,374.82,214
12779,2011-05-25,752.21,261
14810,2011-05-25,196.9,102
16133,2011-05-25,871.82,325
12839,2011-05-25,306.88,286
13098,2011-05-25,829.63,597
17663,2011-05-25,230.55,85
15882,2011-05-25,145.04,112
12747,2011-05-25,328.35,145
17790,2011-05-25,124.25,40
14287,2011-05-25,83.28,216
12924,2011-05-25,367.28,192
14292,2011-05-25,-20.8,-10
17770,2011-05-25,176.2,88
17955,2011-05-25,163.2,192
15140,2011-05-25,326.52,348
14397,2011-05-25,76.8,40
14646,2011-05-25,1392,960
12547,2011-05-26,48.4,25
12613,2011-05-26,640.86,273
12654,2011-05-26,171.15,74
12684,2011-05-26,398,426
12720,2011-05-26,215.52,186
14911,2011-05-26,488.24,309
12493,2011-05-26,232.5,88
13015,2011-05-26,783.67,238
14056,2011-05-26,374.29,126
14584,2011-05-26,254.42,79
16678,2011-05-26,301.35,199
15658,2011-05-26,418.95,115
15189,2011-05-26,610.6,284
14210,2011-05-26,316.8,108
12937,2011-05-26,210.8,76
15005,2011-05-26,252.33,171
15785,2011-05-26,401.82,197
15281,2011-05-26,48.1,18
16837,2011-05-26,737.1,311
15805,2011-05-26,385.81,257
14740,2011-05-26,555.71,251
14101,2011-05-26,1090.76,476
18232,2011-05-26,107.85,57
17550,2011-05-26,110.94,27
12987,2011-05-26,304.3,108
16449,2011-05-26,291,130
16838,2011-05-26,196.73,92
15622,2011-05-26,410.2,112
17059,2011-05-26,329.01,154
16609,2011-05-26,895.44,342
13911,2011-05-26,330.42,590
15769,2011-05-26,1623,900
15241,2011-05-26,201.97,172
16873,2011-05-26,546.88,218
17450,2011-05-26,5518.68,2140
14646,2011-05-26,8980.88,4664
13199,2011-05-26,360.48,276
16092,2011-05-26,282.86,234
16624,2011-05-26,426.43,196
16843,2011-05-26,309.41,163
12942,2011-05-26,137.77,35
15852,2011-05-26,103.21,38
12910,2011-05-26,422.28,152
13798,2011-05-26,589.78,254
16966,2011-05-26,426.96,528
13089,2011-05-26,-115.95,-21
17865,2011-05-26,-37.48,-7
13659,2011-05-26,-22.35,-15
18073,2011-05-26,63,28
17416,2011-05-26,327.6,168
12901,2011-05-26,-10.56,-96
13232,2011-05-27,260.21,173
12876,2011-05-27,726.43,651
12633,2011-05-27,716.73,342
12748,2011-05-27,113.33,101
12494,2011-05-27,403.09,157
15402,2011-05-27,440.99,431
17739,2011-05-27,388.18,158
17841,2011-05-27,152.58,107
14338,2011-05-27,579.97,334
16133,2011-05-27,325.6,88
16016,2011-05-27,127.19,58
17042,2011-05-27,222.18,120
14828,2011-05-27,1063.84,508
16369,2011-05-27,354.45,199
16726,2011-05-27,191.4,68
15172,2011-05-27,179.8,286
14227,2011-05-27,1075.55,577
17345,2011-05-27,128.33,62
15249,2011-05-27,548.39,229
13488,2011-05-27,493.27,291
15104,2011-05-27,652.8,417
17412,2011-05-27,120.7,56
15867,2011-05-27,252.3,208
14447,2011-05-27,336.03,177
13018,2011-05-27,366.87,313
14194,2011-05-27,670.61,369
14031,2011-05-27,1100.55,337
14735,2011-05-27,405.8,132
15311,2011-05-27,373.04,328
14092,2011-05-27,327.66,130
14625,2011-05-27,314.1,80
18242,2011-05-27,379.82,290
16525,2011-05-27,338.28,408
14976,2011-05-27,153.74,38
13798,2011-05-27,556.3,258
18225,2011-05-27,-44.2,-16
17961,2011-05-27,94.41,21
13225,2011-05-27,537,300
16839,2011-05-27,366.56,294
13854,2011-05-27,411.6,56
15939,2011-05-27,252,600
12999,2011-05-27,76.5,6
12971,2011-05-27,166.1,102
14560,2011-05-27,67.15,17
18073,2011-05-27,178.08,168
16422,2011-05-27,-15.6,-24
15046,2011-05-29,320.35,193
15547,2011-05-29,407.43,198
14451,2011-05-29,360,204
16889,2011-05-29,350.06,250
16444,2011-05-29,121,61
17613,2011-05-29,470.24,226
16746,2011-05-29,321.96,226
16686,2011-05-29,382.14,406
16931,2011-05-29,161.58,125
16407,2011-05-29,194.4,92
